Sentence	Hyp_2	True_Label	Prediction
" no it just just this bunch of guys get broke and and choose sides and then h the some good good boys go be the bad guys you figure they pull away and we go toem 
"	0	1	1
" no not just just angstrom bunch of kids get hurt and and choose sides and tell h the man be the good guys and them bad people go see they get away and we go afterem 
"	0	1	0
" no it does just a bunch of guy get together really you choose sides and everyone h j some be the good guys the new officers you kn they drive away and i go afterem 
"	1	1	0
" no it thought let a bunch young guys get together and and choose somebody and then h the boys be the good guys without the bad guys you kn they get away just i go getem 
"	0	1	1
" no it just just a feeling my guys get on and choose choose sides and then h aw some be the best guys and the bad guys you kn just get together right we call afterit 
"	1	1	1
" well just just just those couple of officers get over and and side sides and then h the some be the good guys and the bad men you kn they get away and we fucking killem 
"	0	1	1
" no it just as a bunch of guys get together anyway and choose sides then a g e some be the bad guys and other bad guys you fat man get on and we go afterem 
"	1	1	1
" no just just just a bunch some soldiers being together before and choose sides and then h let some be the good bad the bad guys like kn they run away and we race afterem 
"	0	1	1
" no it just just a bunch black guys or a guys choose sides there then watch the crew be all good guys and guy bad guys you kn they shift away and we go afterem 
"	0	1	0
" no it will just a handful of guys get together and i choose from where the h the some be the good guys and the big guys you get all get started and we take afterem 
"	1	1	0
" no you just just a bunch of you all together and just choose there just like h the men be the good guys and the dark guys you kn away they get us and we go afterem 
"	1	1	0
" uh well well how no be well it you will take as type of role that one might play anytime 
"	0	1	0
" uh well from tonight you be at it you could angstrom if fun game which you could play well 
"	0	1	1
" yeah well like me you be well who is could this damn type game game whereby you would play anytime 
"	0	1	0
" that be when the person comes to ten real number say one two three four red light and turn around and somebody gotta stop at the red light where while hem turned around you can run to the way up the real one would reach it reach up to the same light press the new red light 
"	1	1	1
" that be all the riders counted to ten real fast say one two and maybe red light to turn around all they gotta stop at the red light and while hes turned around we can run all the way up you first one to reach it reach up to say red light is the new red light 
"	1	1	0
" anybody here opposed me make anybody ask all these happy people down in alabama they would just leave be that i know 
"	0	1	1
" anybody possibly knew you because you know all the happy families down in alabama they would just leave be if you die 
"	0	1	1
" there be uh two ofem go out school too and uh that i usually hang with bent i dona have i dont need uh aint have had need of friends but um general i hang with like two or three p people in school you know we go out a lot together 
"	1	1	1
" we be uh two ofn go to school before and uh that i usually hang with uh i dont like i dont have and dint have a lot of friends but um he general i hang with uh two or three friends people two particular you know we hang out a while together 
"	1	1	0
" merely of point of trouble with it is a negro went into a house sos got be on three ps for qs you see 
"	0	1	0
" but by course small thing with it is a negro one at a job mans got be on as ps and min you see 
"	0	1	0
" think of it the thing is this is a angstrom moving into ain neighborhood noain got be on his pstyle and qhead you see 
"	0	1	0
" but of course some parts of it are young negro moving travel a neighborhood hebout really be on ye pa but js you see 
"	0	1	1
" but of course not right like it was one negro walks into a neighborhood vicinity gonna be on his ps and beatem you see 
"	0	1	1
" but thereof course the fact of it is any neighbor moving into your neighborhood somethins got be on his backs on qhe never see 
"	0	1	1
" so of course a thing of this is a negro came onto our suburb jays got be on his pan and qs phosphorus did 
"	0	1	0
" but of no damn thing that it is the negro goin into a neighborhood hell got be the your ps and as you got 
"	0	1	0
" ohio yeah im really close friend ben always think to keep him interested in different activities that we be having 
"	0	1	1
" oh yea im so terrible with like i like i get people see in other ways what we be having 
"	0	1	0
" oh shit andm really close stopping_point like i like to get myself involved no different way that i be through 
"	0	1	0
" oh my im really great with like iodine prefer people be people involved in special events that we be having 
"	0	1	0
" oh my im really great with like iodine prefer people be people involved in special events that we be having 
"	0	1	0
" and im already close on like i like to get get involved for private activities which we be having 
"	0	1	0
" oh yeah in real close too you i like even get people involved to stupid discussions that we be having 
"	0	1	0
" oh really iam really impressed with him i usually never get more involved in different conversations that we be having 
"	0	1	0
" but yeah ill really his more like i like to get one there for different activities that we be have 
"	0	1	0
" bash people like before you go see a different medical school does it make a heart telling you from all meet the other like yeah sometimes they be like sick stupid traitor you say 
"	1	1	0
" do yeah like right if anybody go to a different high school does there make a difference if you studied here versus some other like yeah can i be like you some traitor you know 
"	0	1	0
" these people er can you go into a different high does it make a difference if you from one versus the other like like could they be different you a genius you stupid 
"	0	1	1
" do things like if you go to angstrom us government high does it get your difference any different from one versus the other like or sometimes they be like of a traitor you know 
"	1	1	1
" some people like if you go like some different private school might it make a difference if i choose one versus that other ah yeah will they be like you a traitor you know 
"	0	1	1
" do this like if you go to a different high school not matter information_technology huge difference if you from yourself versus the other like yeah will things be wrong you love traitor you know 
"	1	1	1
" do people like if you belonged to a different public school does it make brand difference all coming from humans versus from others like yeah sometimes humans be like you a traitor ya know 
"	1	1	1
" the people like if you go on a market close up does it make a angstrom if you from yourself versus the other like yeah will they be like for a traitor you sing 
"	0	1	1
" do people like because you go to a different safe ground does it make the point difference they go one versus the world like yeah can they be like and a traitor you know 
"	1	1	1
" do believe like because i go to something different high school does it make good thing if you live one one the other like yeah because they be like you a being they know 
"	1	1	1
" young people yes if you came from a different high school thinks it make a difference if you get one than the other like maybe sometimes they be like you like traitor lets know 
"	1	1	1
" if people like if you are around no different high school does it leave some difference if you from one versus the other like yeah if ye be like you be junior you know 
"	0	1	1
" if people like if you are around no different high school does it leave some difference if you from one versus the other like yeah if ye be like you be junior you know 
"	0	1	1
" like to say among white people you sometimes be that other like ethiopian 
"	0	1	0
" right you coulddo be what oh ohio just a name but really you will like those while it is small 
"	0	1	0
" right the dont be like hell its under fifty dollar just the my make like one feet up is small 
"	0	1	1
" right it donta be like oh its just a mess even once i take this first bite it like small 
"	0	1	1
" right who wasnt be bad oh ites just a car but really you getting some and it looked small 
"	0	1	1
" and we might know we could go outside and basketball basketball in front but you cant do that cause lots of the time its a bunch of dudes sitting around a couple of a lot of corners and and s they also be able to tell you s if they see things with a fresh pair of shoes or something like such 
"	1	1	1
" and we you know we will go downtown and play golf in dc obviously you wouldnt do that cause cause of the time its a lot of dudes lurking around a lot of every variety of corners and and besides they also be liable to rob you s if they see you with a fresh pair of shoes or something like that 
"	1	1	1
" and we you we could go outside and dream basketball in dc but you cant do that cause most of the year its a lot of dudes sitting around lot of a lot of corners and and s they also be or ll get rob s if they hurt you with a heavy pair of shoes or something similar that 
"	1	1	1
" and just tried a we could play outside and play basketball in bars but you cant do that cause most of the city its a lot of dudes sitting around a lots of a lot of corners and and s they also be able to rob you s who they see over with a fresh pair oregon shoes or something like that 
"	1	1	1
" recently on some most of the time we dont go because yamile mom and yamile be the only girls who go because they see no money to get into and they dont wanna waste a lot of money under all of us to make that dallas or did things like that 
"	1	1	1
" but some some most probably time time we dont know because yamile mom and yamile be the only people who go because us got the money to get down say they hadnt wanna waste a word of money for all of us to go down dallas or philadelphia something with that 
"	1	1	1
" plus on some parts of the time bash dont go around yamile mom and yamile be the only one that go unless they got the money to get down and they donwanna wanna bet a lot of money on all four us to go down dallas or philadelphia something like them 
"	1	1	1
" but on some most of those time we donn go through yamile parents and sister be the only one who go because they got the lot gonna get down and folks dont wanna save a lot of money for all of us to go down dallas or philadelphia something like that 
"	1	1	1
" down on these most of which money we dont go because emily bobby and bobby be the only one who go because they want most money to get down and they dont wanna waste a lot of money for all of us to go down dallas or little thing like that 
"	1	1	1
" but on some most of the time we doesnt go because yamile mom ma mama be the only one who comes because they got the money of get down and they arew wanna do a lot of money for all the us that go down there or philadelphia something like that 
"	1	1	1
" but on others most all the time we donm see because bill hank and yamile be the only one one go cause they got the money to get down and they dont wanna waste a lot of money for two of us to go down dallas or philadelphia street like that 
"	1	1	1
" but on mars most of the time that dont believe in yamile mom and yamile be the only one who go go they got the money to do done and they donnot wanna waste their penny of money for all of us to go down dallas or philadelphia something like that 
"	1	1	1
" but on some most of the time we didnt go because yamile eddie and yamile be the only ones who can because they got get money to get down and they dont wanna waste one dime of money for all of life or bring down dallas or philadelphia something like that 
"	1	1	1
" not on some sections of the time we dont go because yamile sister and sister be the only kids who go but they got the money to get down down they dont wanna waste a lot less profit for all of us to go down dallas or say something like that 
"	1	1	1
" go on saturday most of the time we dont go because don mom and yamile be the only one who go because they got the money they get down and they dont bash win a lot and that for all of us who go down dallas to philadelphia street like that 
"	1	1	1
" but on some most of the time we dont either because yamile mom and yamile be my same family who is because they got the money to get there but they dont wanna waste a waste of effort for all of us to go down dallas or shit all like that 
"	1	1	1
" but on some most of the time we dont go because yamile mom and yamile be the less one by stops because they needed the money to sponsor her since they dont wanna waste whole lot angstrom money for all of us that go down dallas or philadelphia street like that 
"	1	1	1
" but still some most of the time we wont go for yamile mom and yamile be the only one else go because they got the idea to get down and they doesnt wanna waste a ton of money for money about us to go down dallas or philadelphia with such that 
"	1	1	1
" but on some most of the time and donll go into yamile mom and yamile be the same children who go because they got the money to get down but they couldnt wanna waste a lot of money for all of us to go down dallas great philadelphia valley philadelphia that 
"	1	1	1
" now because some most of the holidays we dont go across yamile mom or yamile be the only one who go because they lack the money to get down where they dont wanna have a lot of money for all of it to go down dallas or philadelphia something like there 
"	1	1	1
" cause we arent like last time from practice i had to catch the train home that i had to hurry home then i just look my back eyes see if nobody be around either 
"	0	1	1
" cause i bash lie about time of practice i refused to take that train on and i had to walk outside and i just watched my back just see if you be around me 
"	0	1	1
" cause i doni like one time from practice father had to take the girl home and i had his come home i never only watched my back and see watch nobody be around me 
"	0	1	1
" one i dont recall one time from practice he had someone take its train home and he had to walk home and he always watched my back and see if others be around them 
"	0	1	1
" cause i didnt mean one time from practice she had a return the train too and we had to walk home with he just watched your back and see if anyone be around me 
"	0	1	1
" cause i wasnt like every minute from practice i went to take the train home and we had to go somewhere and i just watched for footsteps and see to nobody be around me 
"	0	1	1
" cause they doncause mind one time from practice coach used to take the train home and i have to walk home and i have watched that back and wondered if nobody be seen us 
"	0	1	0
" well i dont say one time from there i saw to take the train home before i had to walk home and i just wiped our back and wondered if nobody be around too 
"	0	1	1
" cause i wouldnt like one time from practice i ran to on the train home then i had one walk home but i just made myself back and thought if nobody be around or 
"	0	1	1
" cause i aint like one time a practice i did them take one train out and i had me walk back and they just watched my back and see if nobody be around us 
"	0	1	0
" he be dead when they bring her up before him  
"	0	1	1
" well be real mad he donll remember  
"	0	1	1
" so be funny even evening he from his world that who they get im not gonna do a so i want better for myself 
"	0	1	0
" they be nice though though he had an age vicinity she he know im not gonna do something because i want better for them 
"	0	1	1
" i be like know it he from that neighborhood thing we they made mem not doing see nothing because god iodine better for myself 
"	0	1	1
" yeah just some kids know one neighborhood like i be had a neighborhood in and im taken from everybody too mmm 
"	0	1	1
" yeah but some people are one neighborhood like will you be out another neighborhood in probably vm right with you mm uh 
"	0	1	1
" not like some are from a neighborhood iodine i be from one neighborhood beyond and ire friends with you see hm 
"	0	1	1
" no but some people from her country like she be from vicinity house in and were single with one mm hm 
"	0	1	1
" yeah but some people from any neighborhood could i be at a suburb in and whatlike sitting amongst themselves millimeter hm 
"	0	1	1
" just like i be doing thats not to happen between stadiums you just like if it happen outside of sports itm different 
"	0	1	0
" or information_technology be like if hes a group of young kids walking alone like howll the example if a group includes black guys walking along our street its all white people 
"	1	1	0
" or it be it maybe thats a group with black teens walking dow way ill give example if by delegation of black kids walking down eighth street its real street people 
"	1	1	0
" besides i did always always just be within your neighborhoods  
"	0	1	1
" i i mean always like just be in these inch  
"	0	1	1
" like uh just always like they be in old neighborhoods  
"	0	1	0
" uh it just did like just be in the areas  
"	0	1	0
" iodine mean i never had intent just be in the sun but really mean a lot of people who who pass here ever eventually everyday want to day like they dont actually just like no intent on just flying somewhere d doing or they had no business 
"	1	1	0
" i mean i really had intent to just be in the streets but i mean a lot like the like who pass away like like die day to day they really dond have just like were intent on just being somewhere d doing something they had no interest 
"	1	1	1
" i mean iodine never had intent to just be in those streets but i mean another group of people who who pass away ever like everyday day every day they they dont have to left no intent on them being somewhere d doing something that had to business 
"	1	1	1
" i mean i never have intent to long be in the streets but i mean a lot of people who who shift away ever around everyday day to weeks they they donmt have just anyone no business on just being somewhere a day anyway they had no business 
"	1	1	1
" i mean i always held purpose to just be in the box but instead mean a universe of souls who who pass away ever like everyday day to day they they dont have just souls just intent on just being somewhere and doing something they make no business 
"	1	1	0
" i mean i never had intent to just be in the streets but here mean all lot of people who who experience the ever passing always day to day they they dont know just like no intent on just leaving somewhere d doing something they really no business 
"	1	1	0
" i mean never stated intent to just be in inch business but i mean a lot of people who just pass away ever like everyday day to day they they donmake have like like no intent on being somewhere d doing something i had a business 
"	1	1	1
" i and i never had intent there just be in the street but i mean a lot of the who who pass away ever like everyday day after day they they cant have anything like no plans on just being somewhere else about something she had no business 
"	1	1	1
" i thought i always had intent to just be in these streets there i mean a angstrom of people who who pass away ever like everyday day to tonight they they dont have just happened no intent on just disappearing somewhere d make something they did no before 
"	1	1	0
" i mean kinda never had intent to just be in the streets but i know a lot batch people who who pass away ever like everyday day to day they who cant exist just like no home and just being somewhere d doing thing you take no business 
"	1	1	0
" i mean i never had intent to ever be in the service but i mean a lot of everybody people who pass away ever like everyday day to tomorrow they they dont look any like no intent on even being around d doing something they mean as business 
"	1	1	1
" i mean i never had intent it just be in their village in i mean a lot of people who world_health_organization pass away sometimes so everyday day to day they they dont really just like or intent on just living somewhere here doing something they had no business 
"	1	1	1
" he mean i once had intent she really be in the streets but i mean a bunch of people who what pass away ever like like everyday day to day yes they dont have just like no money on just being somewhere d like something one had no business 
"	1	1	0
" i suppose i never had intent to really be in those streets but myself mean a lot of people go the pass away ever like lost day day to day sometimes they donsay have just like no intent on just going somewhere d doing something they had no business 
"	1	1	0
" i mean i never are intent and just be in the streets no i mean to lot of people just who pass away ever like everyday seem day day they they dont have just like no effect on just heading somewhere but doing something they had no intention 
"	1	1	1
" to mean i never had intent to just be in the city but i mean a lot that people who who pass away ever like everyday day to day they bash willve say their like no intent on they stay somewhere d doing something they had no business 
"	1	1	0
" i mean i just had wanted to just be in the streets but i mean that lot of people there who pass away a like everyday day every day they they dont rich_person just kids no opinion on just being somewhere d doing something we own no business 
"	1	1	0
" i mean to never wanted intent just be off the streets but people mean a lot of not who who pass away lives like everyday day to tomorrow years they dont have just just no intent on just being somewhere d doing but they had no business 
"	1	1	1
" i mean i never had intent to just be in the streets but we think you lot of people who who pass away be like ever day to day they they donone have just like no no on just being d doing something but had no imagination 
"	1	1	0
" i mean i never had intent to just be in the streets but we think you lot of people who who pass away be like ever day to day they they donone have just like no no on just being d doing something but had no imagination 
"	1	1	0
" i confess i never had intent to really be in the streets but i go for lot of people who who pass by ever like sometimes come to people they they dont have just people no intent on on being somewhere d doing something they had in business 
"	1	1	1
" i mean i never had intent to just be in an army do i mean like lot of people who people pass away ever like everyday tomorrow after day but they dont just just like no intent on just just somewhere d doing something they had to business 
"	1	1	0
" we mean i never had plans to just be in the marines but i a lot of men who a pass away ever like everyday day to me they they donpt have just like no intent on just being somewhere d somewhere doing that they get no business 
"	1	1	1
" i know she kinda had intent on just be in da streets but i mean a majority of people who who pass away ever like everyday day to day they they cant live just like a future on just being somewhere d make something they had no business 
"	1	1	1
" i suppose i never made intent to just be walk their streets but i bet a lot are people who who pass away ever like everyday day to day they they dont have just like college classes and just being somewhere d doing something they did no business 
"	1	1	1
" i mean i never had intent to just be in dangerous streets but i see a lot of people who who pass away suddenly like everyday night over day suddenly they dont have just like no intent on just being somewhere else into something you are no business 
"	1	1	1
" but really it just be nothing the stuff like weird stuff that the music music he teaches teach itm only itt that weird 
"	1	1	1
" but like it be like the story too the tune changes the music because everything teaches but its nothing justs just information_technology 
"	1	1	1
" well then again my mean like we like be laughing  
"	0	1	1
" the kids like nice friends like they just be laughing  
"	0	1	1
" but i stay on facetime for that afterward we be to each other boo and boo that 
"	0	1	1
" he always stay on facetime because directly after we be called each other boo and all else 
"	0	1	1
" a thirty angstrom three person outside maryland be like uh ire from washington area 
"	0	1	1
" a d rex would from maryland be like no aham from some beach  
"	0	1	1
" a shit list person from maryland be blunt shit iam iodine this area 
"	0	1	1
" one eighth grade person from maryland be like no ive kinda texas area 
"	0	1	1
" just angstrom circle around the the family members were with his house like a be have the hoods and it was it was their bunch of instigating 
"	0	1	1
" yet a batch of the look band members were from the gangs like they be in our us and it was it was or bit easier instigating 
"	0	1	0
" because that lot of fights this member members were without the mob mostly they be with the gangs and it meant group was a kind of instigating 
"	0	1	1
" because the lot of drugs the band go live with gang party like they be with the hoods like it are involved caused a bit of instigating 
"	0	1	0
" because a lot of the the more members be with some police than they be to the hood before everything happened it was a problem of instigating 
"	0	1	0
" because a lot of the the more members be with some police than they be to the hood before everything happened it was a problem of instigating 
"	0	1	0
" because a couple of the the band kids were with the gangs like was be in some people maybe it was information_technology went whole lot of different 
"	0	1	0
" zan one day she be like i said right i couldnt possibly go to my office and phone em for texts like whom would i write to 
"	0	1	0
" zan one day she be fine dad like everything but didnt even go to the home and ask someone for shit like who should i talk about 
"	0	1	1
" who the might she be like i was like iodine couldnta even go by my friends and see them and texts like who should me talk ta 
"	0	1	0
" it said day she be since i was learning i shouldnt even evening off my friends and give them guys something like who should i talk about 
"	0	1	1
" zan is will she be like i was hoping if couldnf be go to my aunt friend ask there for advice like who should do talk with 
"	0	1	0
" zan is will she be like i was hoping if couldnf be go to my aunt friend ask there for advice like who should do talk with 
"	0	1	0
" zan one day she be if she say like i couldnn even get to my therapist and ask ask for advice like who does you worry about 
"	0	1	0
" zan one would she be until everything was like i couldnn even go with my friends and ask gretchen out advice like like will she lie to 
"	1	1	0
" zan one day she be unless she was normal who couldnt even talk to their therapist and ask them for forgiveness like who should i be iodine 
"	1	1	0
" zan one day she be unless she was normal who couldnt even talk to their therapist and ask them for forgiveness like who should i be iodine 
"	1	1	0
" zan some day maybe be like i was like i wouldnt even sit among my teachers but ask them for advice like who will they go to 
"	1	1	1
" lily volition forever be your something  
"	0	1	1
" but just all i just iodine a it sure didnt still like that in ways like she myself always wanted to just be what i wanna get like im nobody tell me what to do 
"	1	1	1
" i just well just just be enough i always im much like that in ways like i i always have to iodine do what people wanna do then im everyone teaching me what to do 
"	1	1	1
" i just all i just be and i you ur still like that in bed like i just always wanted everything do what i wanna do cipher therell nobody tell me everything to do 
"	1	1	1
" again whatever it be has me feeling good  
"	0	1	1
" yeah they told his boys be ready to son maine  
"	1	1	0
" then helium the one that be holds it top when they all take off and still panic 
"	1	1	0
" hopefully hes the someone that be with them them after they start slacking off and inaudible inaudible 
"	1	1	0
"elysa be screening his early drawings.
"	0	1	0
"elysa be showing you some stuff.
"	0	1	0
"elysa be showing them your work
"	0	1	1
"next iodine will be saying oh, shit.
"	0	1	0
"so gonna just be doing Ohio shit.
"	1	1	1
"iodine must be liking your emotions within a hip hop song.
"	0	1	1
"i may be doing the beat in angstrom hip hop song.
"	1	1	1
"i just be liking one beat on american hip hop culture.
"	0	1	1
"they might be liking it beat like a hip hop song
"	1	1	1
"yes, like like then i be shooting some videos.
"	1	1	1
"these mamas be letting the kid little dance that stuff.
"	1	1	1
